season,round,race_name,circuit_id,date,time,url
2024,20,Mexico City Grand Prix,rodriguez,2024-10-27,20:00:00Z,https://en.wikipedia.org/wiki/2024_Mexico_City_Grand_Prix
2024,21,São Paulo Grand Prix,interlagos,2024-11-03,17:00:00Z,https://en.wikipedia.org/wiki/2024_S%C3%A3o_Paulo_Grand_Prix
2024,22,Las Vegas Grand Prix,vegas,2024-11-23,06:00:00Z,https://en.wikipedia.org/wiki/2024_Las_Vegas_Grand_Prix
2024,23,Qatar Grand Prix,losail,2024-12-01,16:00:00Z,https://en.wikipedia.org/wiki/2024_Qatar_Grand_Prix
2024,24,Abu Dhabi Grand Prix,yas_marina,2024-12-08,13:00:00Z,https://en.wikipedia.org/wiki/2024_Abu_Dhabi_Grand_Prix
2025,1,Australian Grand Prix,albert_park,2025-03-16,04:00:00Z,https://en.wikipedia.org/wiki/2025_Australian_Grand_Prix
2025,2,Chinese Grand Prix,shanghai,2025-03-23,07:00:00Z,https://en.wikipedia.org/wiki/2025_Chinese_Grand_Prix
2025,3,Japanese Grand Prix,suzuka,2025-04-06,05:00:00Z,https://en.wikipedia.org/wiki/2025_Japanese_Grand_Prix
2025,4,Bahrain Grand Prix,bahrain,2025-04-13,15:00:00Z,https://en.wikipedia.org/wiki/2025_Bahrain_Grand_Prix
2025,5,Saudi Arabian Grand Prix,jeddah,2025-04-20,17:00:00Z,https://en.wikipedia.org/wiki/2025_Saudi_Arabian_Grand_Prix
2025,6,Miami Grand Prix,miami,2025-05-04,20:00:00Z,https://en.wikipedia.org/wiki/2025_Miami_Grand_Prix
2025,7,Emilia Romagna Grand Prix,imola,2025-05-18,13:00:00Z,https://en.wikipedia.org/wiki/2025_Emilia_Romagna_Grand_Prix
2025,8,Monaco Grand Prix,monaco,2025-05-25,13:00:00Z,https://en.wikipedia.org/wiki/2025_Monaco_Grand_Prix
2025,9,Spanish Grand Prix,catalunya,2025-06-01,13:00:00Z,https://en.wikipedia.org/wiki/2025_Spanish_Grand_Prix
2025,10,Canadian Grand Prix,villeneuve,2025-06-15,18:00:00Z,https://en.wikipedia.org/wiki/2025_Canadian_Grand_Prix
2025,11,Austrian Grand Prix,red_bull_ring,2025-06-29,13:00:00Z,https://en.wikipedia.org/wiki/2025_Austrian_Grand_Prix
2025,12,British Grand Prix,silverstone,2025-07-06,14:00:00Z,https://en.wikipedia.org/wiki/2025_British_Grand_Prix
2025,13,Belgian Grand Prix,spa,2025-07-27,13:00:00Z,https://en.wikipedia.org/wiki/2025_Belgian_Grand_Prix
2025,14,Hungarian Grand Prix,hungaroring,2025-08-03,13:00:00Z,https://en.wikipedia.org/wiki/2025_Hungarian_Grand_Prix
2025,15,Dutch Grand Prix,zandvoort,2025-08-31,13:00:00Z,https://en.wikipedia.org/wiki/2025_Dutch_Grand_Prix
2025,16,Italian Grand Prix,monza,2025-09-07,13:00:00Z,https://en.wikipedia.org/wiki/2025_Italian_Grand_Prix
2025,17,Azerbaijan Grand Prix,baku,2025-09-21,11:00:00Z,https://en.wikipedia.org/wiki/2025_Azerbaijan_Grand_Prix
2025,18,Singapore Grand Prix,marina_bay,2025-10-05,12:00:00Z,https://en.wikipedia.org/wiki/2025_Singapore_Grand_Prix
2025,19,United States Grand Prix,americas,2025-10-19,19:00:00Z,https://en.wikipedia.org/wiki/2025_United_States_Grand_Prix
2025,20,Mexico City Grand Prix,rodriguez,2025-10-26,20:00:00Z,https://en.wikipedia.org/wiki/2025_Mexico_City_Grand_Prix
2025,21,São Paulo Grand Prix,interlagos,2025-11-09,17:00:00Z,https://en.wikipedia.org/wiki/2025_S%C3%A3o_Paulo_Grand_Prix
2025,22,Las Vegas Grand Prix,vegas,2025-11-23,04:00:00Z,https://en.wikipedia.org/wiki/2025_Las_Vegas_Grand_Prix
2025,23,Qatar Grand Prix,losail,2025-11-30,16:00:00Z,https://en.wikipedia.org/wiki/2025_Qatar_Grand_Prix
2025,24,Abu Dhabi Grand Prix,yas_marina,2025-12-07,13:00:00Z,https://en.wikipedia.org/wiki/2025_Abu_Dhabi_Grand_Prix
2026,1,Australian Grand Prix,albert_park,2026-03-08,04:00:00Z,https://en.wikipedia.org/wiki/2026_Australian_Grand_Prix
2026,2,Chinese Grand Prix,shanghai,2026-03-15,07:00:00Z,https://en.wikipedia.org/wiki/2026_Chinese_Grand_Prix
2026,3,Japanese Grand Prix,suzuka,2026-03-29,05:00:00Z,https://en.wikipedia.org/wiki/2026_Japanese_Grand_Prix
2026,4,Miami Grand Prix,miami,2026-05-03,20:00:00Z,https://en.wikipedia.org/wiki/2026_Miami_Grand_Prix
2026,5,Canadian Grand Prix,villeneuve,2026-05-24,20:00:00Z,https://en.wikipedia.org/wiki/2026_Canadian_Grand_Prix
2026,6,Monaco Grand Prix,monaco,2026-06-07,13:00:00Z,https://en.wikipedia.org/wiki/2026_Monaco_Grand_Prix
2026,7,Barcelona Grand Prix,catalunya,2026-06-14,13:00:00Z,https://en.wikipedia.org/wiki/2026_Barcelona-Catalunya
2026,8,Austrian Grand Prix,red_bull_ring,2026-06-28,13:00:00Z,https://en.wikipedia.org/wiki/2026_Austrian_Grand_Prix
2026,9,British Grand Prix,silverstone,2026-07-05,14:00:00Z,https://en.wikipedia.org/wiki/2026_British_Grand_Prix
2026,10,Belgian Grand Prix,spa,2026-07-19,13:00:00Z,https://en.wikipedia.org/wiki/2026_Belgian_Grand_Prix
2026,11,Hungarian Grand Prix,hungaroring,2026-07-26,13:00:00Z,https://en.wikipedia.org/wiki/2026_Hungarian_Grand_Prix
2026,12,Dutch Grand Prix,zandvoort,2026-08-23,13:00:00Z,https://en.wikipedia.org/wiki/2026_Dutch_Grand_Prix
2026,13,Italian Grand Prix,monza,2026-09-06,13:00:00Z,https://en.wikipedia.org/wiki/2026_Italian_Grand_Prix
2026,14,Spanish Grand Prix,madring,2026-09-13,13:00:00Z,https://en.wikipedia.org/wiki/2026_Spanish_Grand_Prix
2026,15,Azerbaijan Grand Prix,baku,2026-09-26,11:00:00Z,https://en.wikipedia.org/wiki/2026_Azerbaijan_Grand_Prix
2026,16,Singapore Grand Prix,marina_bay,2026-10-11,12:00:00Z,https://en.wikipedia.org/wiki/2026_Singapore_Grand_Prix
2026,17,United States Grand Prix,americas,2026-10-25,20:00:00Z,https://en.wikipedia.org/wiki/2026_United_States_Grand_Prix
2026,18,Mexico City Grand Prix,rodriguez,2026-11-01,20:00:00Z,https://en.wikipedia.org/wiki/2026_Mexico_City_Grand_Prix
2026,19,Brazilian Grand Prix,interlagos,2026-11-08,17:00:00Z,https://en.wikipedia.org/wiki/2026_Brazilian_Grand_Prix
2026,20,Las Vegas Grand Prix,vegas,2026-11-22,04:00:00Z,https://en.wikipedia.org/wiki/2026_Las_Vegas_Grand_Prix
2026,21,Qatar Grand Prix,losail,2026-11-29,16:00:00Z,https://en.wikipedia.org/wiki/2026_Qatar_Grand_Prix
2026,22,Abu Dhabi Grand Prix,yas_marina,2026-12-06,13:00:00Z,https://en.wikipedia.org/wiki/2026_Abu_Dhabi_Grand_Prix
